969	very satisfied	On this particular journey, everything fine
970	fairly satisfied	We could do with a better bus service as we only have a bus every two hours. And the first one to come at 9:30 instead (9:23).
971	fairly satisfied	Having information on the next stops. It's useful for customers if travelling to a new area or if the weather makes it difficult to see outside.
972	very satisfied	This was a great journey. Not always this good
973	fairly satisfied	Free Wi-Fi, comfortable leather seating. Improve cleanliness.
974	very satisfied	Nothing could have been any better. The journey was fantastic.
975	fairly satisfied	If the bus could be more punctual at times.
976	very satisfied	As I seldom use the bus this made me very aware of the other road users. I must commend the driver 10/10.
977	fairly satisfied	A newer bus and better seats on board, charging points for phones like Stagecoach.
978	fairly dissatisfied	Buses don't run on time. Drivers rush to try and make time up.
979	very satisfied	Cleaner bus.
980	very satisfied	Very satisfied.
981	very satisfied	I was happy with the bus journey.
982	fairly satisfied	More bus services on Sunday morning to get to work eg. Staff going on duty to hospitals as there are no early morning transport -staff. Have to walk on Sunday to get to work.
983	fairly satisfied	Again worst suspension I have known on all buses for years, you sit on one to Skipton by where wheels are , rocks your brain in your skull.  Shocking.  Very bad.
984	neither satisfied nor dissatisfied	Bus needs to be on time and timetables should take into account the traffic.
985	fairly satisfied	One number 5 on each hour insufficient . Also none at all on Sundays.
986	fairly satisfied	The road is very long and no one seems to get on or off at the last 3 or 4 stops. Has a long way round the houses but saves getting two buses.
987	very satisfied	The bus journey was pleasing. More care for the elderly and clean the windows.
988	fairly satisfied	Driver should not start bus until all passengers are seated - particularly if going upstairs although this didn't occur on this journey. There are times when the bus does not go to Withdean Stadium bus stop but stop in Eldred Avenue. This leaves passengers with an uphill climb and a long wait on Valley Drive. Not good enough.
989	fairly satisfied	On this occasion nothing could have improved the journey that was within the power of the driver.
990	fairly satisfied	Should have a bigger bus on this route as it always is a single decker.  On a Sunday and bank holidays is always a small single decker.
991	very satisfied	It was very satisfying
992	fairly satisfied	Later in the day when buses travel in groups of 2 or 3 and waiting times can be up to 25+ minutes, you would have got a very different picture. Try to avoid afternoon travel on the bus 3 of unreliability
993	fairly satisfied	If I was travelling on board the bus 263 I would prefer it if the driver did not wait longer than a full five minutes every few stops .   These long waiting times are at Sale, Stretford precinct and at Trafford Bar.
994	fairly satisfied	Better seats. Leather would be nice.
995	fairly satisfied	Nothing on this journey but poor service with large gaps of time between bus service often missing bus with gaps up to fifteen or twenty minutes.
996	fairly satisfied	Getting to your seat when boarding without the driver driving and the same when wanting to leave
997	neither satisfied nor dissatisfied	More buses on the number 1 route as they are often taken off
998	fairly satisfied	The seats are hard and not very wide.
999	very satisfied	Just the brakes make you jerk sometimes
1000	fairly satisfied	If the bus operated till later so I didn't have to rush.
1001	fairly satisfied	Lots of improvements
1002	fairly satisfied	Can something be done about ventilation ? Many people catch cold on the bus due to foul air.  Get on a bus in winter -the walls are soaked and ceiling drips (only 21% of air is oxygen -79% nitrogen)
1003	very satisfied	Nothing could have been improved
1004	neither satisfied nor dissatisfied	Driver needs to drive faster and not stop for three minutes every stop.
1005	fairly satisfied	Some driver don't wait until you have sat down before they pull away - I have a collapsed knee and this jolts it.
1006	fairly satisfied	Comfort of the seats and space to put shopping.
1007	neither satisfied nor dissatisfied	Faster journey.  More space, not so expensive for young ones age 16-18
1008	very satisfied	Nothing.
1009	fairly satisfied	More room on seats - bigger seats. More comfortable seats.
1010	fairly satisfied	I suggest that the bus arrives on time because that is the downside of this number buses.  Also during peak hours the bus is so congested and overcrowded and results in not having a seat for the whole journey.
1011	fairly satisfied	the smoothness of the journey
1012	neither satisfied nor dissatisfied	There were too many passengers for this bus; many of whom were incapable of climbing the stairs, myself included. A single decker and a more frequent service would be better.
1013	fairly satisfied	The windows on the bus were so dirty you could not see out of them. Also people putting their dirty feet on the seats needs big signs put up telling people to keep their feet off the seat
1014	fairly satisfied	The seats aren't very comfy and they are very close
1015	fairly satisfied	Announcement e.g. "the next bus stop is…? and a map of the route of the bus including all bus stops.
1016	fairly satisfied	Always got ear pieces and talking to other drivers. Sometimes missing stops due to phone on and going over bumps on road. No respect
1017	fairly satisfied	Bins on all stops , plastic seating makes you slide off on brakes.
1018	neither satisfied nor dissatisfied	This journey was from bus station. The bus stop going the other way into Town is not suitable and buses do not turn up at either end of journey. The 41A is not reliable.
1019	very satisfied	Better facility at bus stop .  Somewhere warm to wait during winter .  Keep Tesco bus connection to a Thursday, it's changed to Tuesday, not convenient for me.
1020	fairly satisfied	Timing , you wait for the bus they are often late , then two or three turn up at the same time.
1021	neither satisfied nor dissatisfied	For the bus to be on time, for the driver to acknowledge the passengers. Bus fares need looking at, definitely overpriced.
1022	fairly satisfied	More leg room some seats very cramped and uncomfortable
1023	very satisfied	Very good.
1024	neither satisfied nor dissatisfied	I am using walking stick. Many time it is very hard to claim up the bus. Some drivers will help me and some will ignore me. Just to do the step down.
1025	neither satisfied nor dissatisfied	Buses to run more than every 1 hour, and to be on time as they're always late!    To stick to speed limits and concentrate on roads properly and take into consideration there is passengers on the bus especially a 6 month old!    Also not go through red lights
1026	fairly satisfied	Comfier seats needed, charger points needed, longer lasting Wi-Fi.
1027	fairly satisfied	The bus to be a bit warmer.
1028	neither satisfied nor dissatisfied	Better signage and timetable in Colchester High Street. First bus had recently revised bus stop and failed to inform the public
1029	fairly satisfied	More buses from Burton Joyce so I don't have to be really early or late for work
1030	fairly satisfied	Maybe it could be phones upstairs only. And none to be used on single buses. We could all then have a peaceful ride.
1031	fairly satisfied	The bus stop at Saint Paul surgery rather dirty.
1032	neither satisfied nor dissatisfied	Punctuality.
1033	neither satisfied nor dissatisfied	An improvement in passenger experience, practically relating to quality of seating, as well as the on-board WI-FI.
1034	neither satisfied nor dissatisfied	Train the drivers to break more smoothly.  They all brake without to people waiting in the aisle to get off.  All rides are very jerky.
1035	very satisfied	Nothing all good and organized.
1036	neither satisfied nor dissatisfied	The bus actually arriving on time.
1037	neither satisfied nor dissatisfied	Just a standard bus journey
1038	neither satisfied nor dissatisfied	The driver being more polite and not driving so fast, the bus was jolting.
1039	very satisfied	All OK
1040	neither satisfied nor dissatisfied	Windows were steamed up, poor air circulation.
1041	fairly satisfied	Single is too small for this time. Bus is rarely on time. Lines are massive (Buses out of service).
1042	fairly satisfied	Not  this journey but something needs to be done about this route. Either the bus doesn't turn up or it's late. I've seen me wait nearly 2 hours on a night in the bus station as after a certain time they only run every hour and when one doesn't turn up that's it. The bus station full of drunks half the time and it's an awful atmosphere and not nice.
1043	fairly satisfied	The bus driver didn't know the name of the bus stop I had to go to, but fortunately I could check the road online on Google Maps. Most of the times they don't know the names of the bus stops. Also, this particular journey was fairly ok, but normally with Stagecoach is not a great experience.
1044	fairly satisfied	The time I had to wait for the bus to arrive
1045	very satisfied	Satisfied with my journey.
1046	fairly dissatisfied	Cleanliness, noisy
1047	fairly satisfied	Buses on time, more buses , they are never on time .
1048	fairly satisfied	Temperature in the bus (was too hot) finding forward facing seat.
1049	fairly satisfied	The bus was very crowded but this was because there had been no 21 buses for half an hour (usually every fifteen minutes) and there were so many people waiting for a bus from this stop resulting in the bus being full to capacity, making it difficult to get off.
1050	very satisfied	Perfectly satisfied thanks.
1051	neither satisfied nor dissatisfied	Driver could have gone a little faster.
1052	very satisfied	Nothing! As for my wife and I are concerned. "Scarlet Band" reach perfection, we were just so grateful - I've reached the age of 90 and it felt fine to give (off scan).
1053	fairly satisfied	It could be at an earlier time.  Why don't the X1s from Liverpool start at 6am.
1054	fairly satisfied	I would prefer if there are audio announcements and electronic display to show the next stop.
1055	very dissatisfied	The 78 bus doesn't have anywhere near enough buses on the timetable that's why I have to leave at 630 to ensure I make it to work on time. On my home it's worse as you have to wait 35 minutes plus and buses frequently driving past due to being full
1056	fairly satisfied	The journey seems more unreliable  since Popley took in Oakridge .  It was better when the Popley bus went to the Aldermaston  Roundabout and then down Kingsclare Road to the railway station.
1057	fairly satisfied	Buses on this route could arrive on time. Sometimes they don't even turn up. Improvement to this would benefit all.
1058	fairly satisfied	The bus being on time. Nearly gave up waiting.
1059	very satisfied	We as bus passengers feel safe, Thanks.
1060	very satisfied	Happy with service
1061	fairly satisfied	More  frequent buses and drivers not to drive off early.
1062	fairly satisfied	Sometimes running a bit late.
1063	fairly satisfied	More bus services especially with a lot of students
1064	fairly satisfied	Elimination of bumps/potholes and better seating or bus suspension.
1065	fairly dissatisfied	Turn up on time, more frequent (every fifteen minutes).
1066	very satisfied	Cannot think of anything at the moment, I was very satisfied with my journey on this particular day.
1067	fairly satisfied	When the bus is either late or not going to arrive some sort of information to passengers would be good.  The drivers don't seem to know either.
1068	very satisfied	Nothing, the driver was very kind .  I'm disabled and he waited for me to catch up to the bus stop.
1069	fairly satisfied	If passengers don't conform to   general politeness bus driver should be able to give them a verbal warning regardless of age then put them off they don't conform.
1070	neither satisfied nor dissatisfied	Bus takes the longest route, doubling my commute time.
1071	very satisfied	I cannot think of anything.
1072	fairly dissatisfied	I am visually impaired so like to get near front to check where I am.  I was able to see the drivers reading their timetable
1073	fairly satisfied	Indication of bus arrival times at stop opposite JR theatre.  Urgent
1074	fairly satisfied	More frequent bus journey in rush hour.
1075	fairly satisfied	Seats available for passengers overcrowding buses.
1076	fairly satisfied	More travel information especially traffic
1077	very satisfied	Nothing really.    just  that  it a bit annoying when  you wait for the  bus but it does NOT  turn up on time.
1078	neither satisfied nor dissatisfied	The appearance of the bus inside and out.
1079	fairly satisfied	At 9/16 as stated timetable at 49 bus stop made a lot easier to understand. In simple terms? If possible? Also," the ""driver"" - to be more careful. When moving off and stopping to and from bust stops. For passengers safety? Specially for invalids?"
1080	neither satisfied nor dissatisfied	If the braking of your bus could be average jolting, life would be better.
1081	very satisfied	Showing up on time on a wet and cold day.
1082	fairly satisfied	Not enough buses in the hour at the moment they are every 20 minutes, but a lot of the time they are often late, therefore sometimes have to stand, which when you are a certain age can be scary, especially if you have shopping bags.
1083	fairly satisfied	Passenger not talking on mobile continually for twenty minutes.
1084	fairly satisfied	The bus turning up on time
1085	very dissatisfied	This journey was okay but the 16 service has to honestly be the worst in the UK. I have waited countless times for over an hour. They never stick to the timetable and there are very few decent drivers.
1086	neither satisfied nor dissatisfied	A small shelter would be nice for rainy days.
1087	fairly satisfied	To make buses more punctual especially in the morning.
1088	fairly satisfied	The heating was on full - far too warm - windows all open
1089	very satisfied	Thank you
1090	fairly satisfied	That the bus went a few stops further. It is not the bus I usually take because that has been taken off
1091	neither satisfied nor dissatisfied	The new buses are noisy and give a very uncomfortable ride.  They are very shaky and when brakes applied the bus jerks.
1092	fairly satisfied	Some bus drivers can be very rude and miss certain stops (not the present driver).
1093	fairly satisfied	Buses being on time. No breaking down.
1094	very satisfied	The buses used to run every half hour. That was perfect.
1095	fairly satisfied	Information available at bus stop about the time the next bus would arrive
1096	neither satisfied nor dissatisfied	Coming out of town centre a car pulled in front causing driver to slam on.  Not drivers fault however we was affected.
1097	very satisfied	N/A. Very satisfied.
1098	fairly satisfied	More space - somewhere clean to put my bags down. The passenger next to me choosing one of the other available seats (not invading my space ).
1099	neither satisfied nor dissatisfied	More regular buses
1100	fairly satisfied	Announcing the next stop before the actual stop. And a fares board
1101	neither satisfied nor dissatisfied	Unfortunately the bus was late which caused me to miss another service That I needed to continue my journey resulting in a long wait for 2nd bus
1102	fairly satisfied	Y2 and Y5 have replaced X49 an 47 which were at half hour intervals going to Yate Bus station, now Y2 and Y5 are at 4 minutes intervals then if missed one od these buses you then have to wait one hour. Completely unacceptable.
1103	fairly satisfied	Don't know on this bus as I only get it once a week , rest of the week I get my bus near my house which is 618 and that's another matter.
1104	very satisfied	Nothing, good service from Midland classic.
1105	fairly dissatisfied	I think that more buses should be put on during rush hour, because more often than not buses drive past passengers because they are too full or provide a double decker bus.
1106	very satisfied	Nothing, everything went smoothly
1107	neither satisfied nor dissatisfied	The condition of the bus (very old and noisy). Timetable not right at bus stop or online. Bus stop doesn't keep you dry.
1108	fairly dissatisfied	Communication; Why did three buses arrive at No28 bus atop at Basildon Bus Station only to either change to a No 22 or change to "not in service" and leave empty. In the time I waited there should have been three No 28 buses (2:20pm," 5:41 and 5:59pm) - Nobody was explaining why and what we could expect. ""Lack of communication leads to lack of trust which leaves room for doubt""."
1109	fairly dissatisfied	The time it takes you to come - as you hardly come on the time it's written on the bus stops and station's timetables.
1110	fairly dissatisfied	The bus was very worn out and old. It shook and rattled. Seats were used and overall not an appealing corporation. A regular bus service using main street, Hilltop. Trent buses ran this service in 1927. Why was it stopped in 2018???
1111	fairly dissatisfied	Some indication as to whether a bus has been cut out or delayed. A person whom I spoke to had waited an hour for a bus to turn up.
1112	fairly satisfied	Space for putting shopping trolley
1113	neither satisfied nor dissatisfied	Bus arriving on time not fifteen to twenty minutes late when people have to go to work.
1114	fairly satisfied	Less time to wait on a Saturday night.
1115	fairly satisfied	Newer buses.
1116	fairly satisfied	More room for shopping, prams etc.
1117	neither satisfied nor dissatisfied	Bus on time.  Drivers attitude with people.  No time to get seated with young child.
1118	fairly satisfied	Stop people taking one seat for themselves and one for their shopping. Stop people eating and drinking on buses and making a mess and having empty bottles rolling all around the bus. In Spain it is not allowed, time you did it in England.
1119	very satisfied	nothing
1120	fairly satisfied	Bus was very dirty outside. Almost impossible to see out of the windows to enjoy the beautiful scenery
1121	fairly dissatisfied	Bus was either late  or taken off service as bus I expected to get never turned up. Apart from that no complaints
1122	fairly satisfied	People standing in aisles or at front at bus when seats available.
1123	fairly satisfied	Distance we now have to walk from home to nearest bus stop to catch bus and distance from bus stop to home after journey . This is a result of buses being rerouted due to building which we were told temporary. Once building site was finished bus company decided not to come back leaving my self and others stranded.
1124	very dissatisfied	For the 501 to stop taking buses off or getting to the bus stop too early, hence waiting sometimes over half hour .
1125	neither satisfied nor dissatisfied	Consideration for other passengers
1126	fairly dissatisfied	The bus was very wet inside, because rain was coming through the roof.  The driver had to stop to wipe the steamed up windows and mirror.  A very old bus.
1127	very satisfied	Very satisfied with everything.
1128	neither satisfied nor dissatisfied	I would've liked for the bus to jolt and shake a lot less, it gave me a headache by the time I got off.
1129	neither satisfied nor dissatisfied	There needs to be wifi on every bus
1130	very satisfied	It was fine. I arrived at my destination in time.
1131	fairly dissatisfied	Sometimes driver is a bit grumpy. I suffer with balance problem so a seat is useful.
1132	very dissatisfied	On a service that is supposed to run every 7-8 mins you do not expect to wait 30 minutes for a bus as electronic display stated 2 minutes on arrival at bus stop.
1133	fairly satisfied	Sometimes drivers push the brakes heavily - they could do it more gently.
1134	neither satisfied nor dissatisfied	Bus on time. A bus shelter where we live. Not to take buses off en-route
1135	fairly satisfied	More time to sit down with the pram.
1136	fairly satisfied	On occasions the 48 bus hasn't turned up. Seems its always the 48 Route.
1137	neither satisfied nor dissatisfied	Having a bit of time to get settled with the buggy. The bus started moving before I could put the breaks on.
1138	fairly satisfied	Run on time.
1139	fairly dissatisfied	The driver clipped a car at Tadcaster, didn't stop, only got off to check the bus when he got to York
1140	very satisfied	Not at all it was a great bus journey.
1141	fairly dissatisfied	Given time to get  to seat before moving disabled
1142	neither satisfied nor dissatisfied	Not having to wait 1 hour 10 mins since last bus despite advertising as 1/2 hourly service.
1143	fairly satisfied	Bus being on time.
1144	fairly satisfied	The closest route to my house (34A) has been changed which means I now have to walk across Brickfields, which is very dark and muddy in the Winter.
1145	fairly satisfied	Windows went all steamed up so some sort of air conditioning required.
1146	fairly satisfied	Seating at bus stop-Peak time every ten minutes so you can get a seat.
1147	fairly satisfied	Buses being on time
1148	very satisfied	Nothing at all everything was very good
1149	fairly satisfied	Seatbelts in case you would like to be belted in-some drivers throw you around.
1150	very satisfied	Good journey.
1151	fairly satisfied	Accurate times on display board at bus stop.  More seating at hospital bus stops.
1152	fairly satisfied	I think it is very unfair that if you are paying for your fare by cash or card have to pay more than those using a smart phone. It feels like those who cannot afford a smart phone or computer are subsidising those who can. Even purchasing a multi-use ticket involves travelling to the bus station. I also find it galling although retired, I do not qualify for concession due to council policy.
1153	fairly satisfied	Have more friendly drivers and easy to approach.
1154	fairly dissatisfied	It was too crowded. The 24 is always too crowded. We need more 24s on the roads as demand is so high. It is too cramped, feels very unsafe.
1155	fairly satisfied	Buses running to timetable, no dogs on buses.
1156	fairly satisfied	The bus was very steamed up and a bit smelly.
1157	fairly satisfied	Bus in Winterbourne Down , there is no service . They have to walk a mile to the new bus stop on Hicks Farm Road or Hambrooke Common.
1158	neither satisfied nor dissatisfied	The driver could have gone faster
1159	fairly satisfied	On the route Citi 2 instead of every 10 mins to Addenbrooks or Cambridge Neath station we now have a Sainsburys Brook Road which makes mine now every 20 mins (not good)
1160	fairly satisfied	Drivers to be more customer friendly and helpful.
1161	fairly satisfied	I would say the service is the worst in Keighley,  very unreliable and  no service on a Sunday.
1162	fairly satisfied	That it is always like this.
1163	very satisfied	Being able to park at work.  The bus is fine, no improvements needed.
1164	fairly satisfied	More buses for rush hour.
1165	fairly satisfied	Please come on exact time of schedules.
1166	fairly satisfied	Put seating back the way it was there does not seem to be enough seating down stairs on the new buses when people get on buses they always stand at front by driver and want move to let people passed even when seats they stand there
1167	fairly satisfied	Heating!
1168	fairly satisfied	Run on time - was about 7 minutes late. Have been a long day as had been in Wolverhampton and couldn't get from Stockport to Cheadle Hulme by rail as planned strike.
1169	fairly dissatisfied	The cat5a and the cat5 is always late every time !   I wait between 15-25 minutes every time for this bus in lymm...Thursday the bus was meant to arrive at 1:19 but arrived at 1:39 and I was also late for college. This needs to be improved
1170	very satisfied	Cannot think of anything as this is an excellent service
1171	fairly satisfied	Not enough buses which they vary more often.
1172	fairly satisfied	I have to leave the house thirty minutes earlier due to the X1 getting stopped running through Castlefields.  Think this is a very poor service.
1173	fairly satisfied	For the return I had to wait forty minutes for the next bus due to poor frequency.
1174	fairly satisfied	More comfortable seating.
1175	fairly satisfied	the X17 is usually a Stagecoach Gould double decker. For an unknown reason tonight bus  was a single decker so it was very overcrowded, insufficient seats.
1176	fairly satisfied	Please could there be a shelter at the Highworth Road stop on the Oxford route. There is one on the opposite side of the road towards Swindon and many times there have been many near accidents when a last minute dash is required across a busy road in order to catch the bus
1177	fairly satisfied	The bus was old and in not such a  good condition.
1178	fairly dissatisfied	Driver didn't stop at the stop we needed. WE had pressed the bell for that stop but he kept going so we had to get off at the next one.
1179	fairly satisfied	Drunk people in the bus.
1180	fairly satisfied	At night on all buses you need a second person on bus
1181	fairly satisfied	Could we have better suspension on the bus as same time it's a bit too bumpy.
1182	very satisfied	Quite happy.
1183	fairly satisfied	Old bus not very comfortable or clean.
1184	fairly satisfied	Cleaner bus, comfort of the seats. I was very satisfied with the poppy on the electronic sign on the outside of the bus.
1185	fairly satisfied	The journey was all good, the waiting time was only long because I expected to get a different bus (NCT 35) which had been diverted (I was unaware)
1186	fairly satisfied	It was a very bumpy jerky ride!
1187	fairly satisfied	General smell as people as body odour from during the day can be a bit much on a long journey.
1188	fairly satisfied	I hope the Oyster card we can top up somewhere else and not have to purchase tickets from the driver,  because it takes so much  time [paying (especially in rush) during rush hour.
1189	very dissatisfied	Buses running to schedule as two to three times a week they don't turn up and thirty minutes between buses.
1190	neither satisfied nor dissatisfied	Driver's politeness (off of them), route map, electronic or audio announcement.
1191	fairly dissatisfied	Many drivers do not allow time to get seated before setting off.  They forget have passengers on the bus and not sacks of potatoes.
1192	neither satisfied nor dissatisfied	Bus is too small for all the college students.  Buses are often late or out of service, long queues.
1193	fairly satisfied	I would of liked the Driver to acknowledge that I got on and say good morning or hello
1194	fairly dissatisfied	Bigger buses are needed for wheelchair users!
1195	very satisfied	Timetable on the bus. A map showing the route of the bus
1196	neither satisfied nor dissatisfied	The driver could drive more smoothly
1197	fairly satisfied	If there had been a shelter with bench our side of the bus stop.
1198	fairly satisfied	Because the shelter in Sedlescombe Road North (opposite Seven Acres) has been removed. No I have to walk up two hills to get to Harrow lane.
1199	very satisfied	cannot think of any improvements
1200	fairly satisfied	Temperature inside bus too hot.
1201	very satisfied	Nothing journey was fine
1202	very dissatisfied	A helpful driver
1203	very dissatisfied	The driver caring enough to lower the step coz of my disability and Stagecoach never wait till you are seated.
1204	fairly dissatisfied	The bus to actually turn up on time, when trying to get off with my daughter the driver not to shut the doors and try to drive off.
1205	very satisfied	I was very satisfied with my journey and can think of no improvements that would be necessary.
1206	fairly satisfied	We have had bus route change, so when the 57F comes through Cantley its nearly full when it arrives at out stop and cant get a seat.
1207	very satisfied	Route 51 now very punctual in general, pleased getting on at Pickering Road, excellent now.  Having been on buses in other cities I do appreciate their use of audio announcement saying next stop and think this would be beneficial in Hull especially for tourists/new people.
1208	fairly satisfied	The bus being on time is very important but traffic issues could be avoided
1209	fairly satisfied	Information on ticket types and  fares at bus stop (Bath University Campus).
1210	fairly satisfied	At the time of day (5-6pm) buses are usually delayed and there is often up to 30 mins wait or longer. (interval of 23 & 24 should be 10 mins up to 6:10pm)
1211	neither satisfied nor dissatisfied	As I had a child in buggy the driver did not lower level of the ramp and it was a disembark from middle bus, the was to big of a gap for me to safely get off there so I used front exit. This happens all the time.
1212	fairly dissatisfied	Drivers not breaking at the last minute causing people to stumble or bang themselves on grab bars , also drivers being more polite and friendly.
1213	fairly satisfied	Seats with more leg room.
1214	fairly satisfied	State of bus's. They are awful and keep breaking down.
1215	fairly satisfied	It was very expensive ?3.70 to get from the next village which is under 2 miles away.
1216	fairly satisfied	Drivers could have been more pleasant (very miserable)
1217	fairly satisfied	Driver should make sure passengers are seated before driving off.
1218	neither satisfied nor dissatisfied	Bus arriving on time and bus driver apologising for the delay.
1219	very satisfied	Nothing, it was a good journey.
1220	fairly satisfied	Too many pushchairs at one time, blocking the aisle, making it difficult to pass.
1221	fairly satisfied	Tell bus drivers to wait till people sat down I have seen six people over one month fall because they have not waited and speed off.
1222	very satisfied	On this particular journey, nothing.
1223	very dissatisfied	Paper timetables and on time.
1224	fairly satisfied	Arriving on time.  Having a ticket machine that worked.
1225	neither satisfied nor dissatisfied	Stop using such big routes.
1226	neither satisfied nor dissatisfied	For the driver to brake better because you get jolted even when you are sat down.
1227	neither satisfied nor dissatisfied	The knowledge that my bus would turn up on time, which with the 23/23A is not the case. Half of all these services are late, waiting 30 minutes for a bus is fairly common.
1228	very satisfied	As a frequent user Connect service perfect.
1229	neither satisfied nor dissatisfied	Friendlier staff and staff that can understand you and the route.  It was freezing so heating would be nice.  4H Diamond constantly advertise free Wi-Fi , yet I probably get it about twice a month.
1230	fairly satisfied	66 bus is every hour. This is not enough. Mainly elderly people use this bus. No shelters along the route in cold wet weather not enough seats. And not reliable on turning up on time or at all very bad service and none on a Sunday. Disgusting service.
1231	fairly satisfied	A quicker journey as it's a time saver but takes as long as a normal bus.  Route needs improving.
1232	fairly satisfied	Leather seat, as material seats are messy.
1233	fairly satisfied	I was on an old juddery bus, lots of jolting -I suggest bus staff try sitting on there buses - perhaps these are used on this route because schoolchildren use this route and are sometimes messy.
1234	fairly satisfied	A bus stop outside my house in Compton Chaber Layne to save me driving into Wilton
1235	fairly dissatisfied	Frequency of buses, bus being late, rude and erratic driving of driven. Temperature, cleanliness.
1236	fairly satisfied	No suggestions comes to mind
1237	very satisfied	No, nothing could be improved or a leaflet all about the Mango cards
1238	neither satisfied nor dissatisfied	In my area there is only one hourly bus on weekdays.  Fewer at weekends.  And it only goes to the bus station, a petition was signed to retain our previous bus service (41) but it was ignored.  There are many elderly and/or disabled people who need a more frequent near reaching bus.
1239	fairly satisfied	If I was on the bus for a longer journey ,I would expect the Wi-Fi to be working and working well
1240	neither satisfied nor dissatisfied	That the bus came to my bus stop on time. It was ten minutes late.
1241	fairly satisfied	I am disabled and unsteady on my feet. There are occasional when the driver does not park properly to allow me to get on the bus safely.
1242	fairly satisfied	Stop people leaving rubbish, especially food stuffs and spilling drinks over the floor. Stop people putting feet on seats.
1243	fairly satisfied	More information on relevant stops for this service in the direction of travel ie. Stops closer to city centre.
1244	very satisfied	Nothing everything was fine
1245	very dissatisfied	Bus turning up At right time and a bit cleaner.
1246	fairly satisfied	I've noticed recently drivers seem very tired and have had a few near misses because of this.
1247	fairly satisfied	It didn't happen on this particular journey, but some drivers pull off too soon and don't wait for you to at least find your seat.
1248	fairly satisfied	My husband is wheelchair bound and finds it difficult on some buses due to prams and shoppers. Double decker buses are much easier for him but only run at weekends so he has to go Woodhouse Village to catch a 52 double decker. Why?
1249	neither satisfied nor dissatisfied	I have had cause to complain about the behaviour of your drivers, of course he was on best behaviour.
1250	fairly satisfied	An electronic display on all buses where the next stops are.
1251	fairly satisfied	Cleanliness of the bus.
1252	fairly dissatisfied	Turning up on time , it's always late.  Extra buses for schoolchildren .  Change of drivers, being on time.
1253	very satisfied	Comfortable and safe.
1254	fairly satisfied	Sometimes buses are late or don't arrive at all after 4pm
1255	fairly satisfied	Bus was very late and there was no information on Thursday
1256	fairly satisfied	Boarding and ticket purchase time can sometimes take too long. Weekly/monthly passes on card (Oyster card style) can be encouraged more.
1257	fairly satisfied	The bus arriving on time.
1258	fairly dissatisfied	Drivers need to not keep braking as it was very jarring. Better driving.
1259	fairly satisfied	Bigger buses , gets crammed easily.
1260	fairly dissatisfied	More seats and driver needs more lessons in customer service
1261	neither satisfied nor dissatisfied	Would be nice to know they will turn up and not breakdown.
1262	fairly satisfied	To have the electronic display board working and being accurate
1263	very satisfied	Ok as it is.
1264	very satisfied	Nothing that is within the control of the bus company.
1265	very satisfied	Nothing to add.  No complaints about journey.
1266	fairly satisfied	Bus stopping closer to kerbs
1267	neither satisfied nor dissatisfied	Newer buses that are cleaner and cooler.
1268	neither satisfied nor dissatisfied	Other drivers are sometimes "jerky".
1269	fairly satisfied	The 39 bus is busy at the time I travelled so it should have been a double decker bus instead of a single.
1270	fairly satisfied	Driver could have been more pleasant.
1271	very satisfied	Having music that everyone likes and free Wi-Fi.
1272	very dissatisfied	A bus service that is suppose to run every 10 min during from 6.30 an onwards. There are always a day either going to wait when a bus doesn't turn up , most weeks two buses are missing. This mean to wait for the bus can be up to 30 minutes. This is not acceptable when the cost the monthly bus fare goes up every year.
1273	very satisfied	Everything ok.
1274	fairly satisfied	Not waiting too long for the bus.
1275	neither satisfied nor dissatisfied	Smoother driving
1276	fairly satisfied	This journey on time - often late or not turning up at all - not good for kids coming home from school (granddaughter)!
1277	very satisfied	Nothing to improve. Journey from Leeds to York good.
1278	fairly satisfied	The 757 is more expensive than other buses (?2.40 for a single) I can get singles using the first bus app for ?1.80.
1279	fairly satisfied	Picked a very good day for the survey. However other journeys are interrupted by bus waiting at bus stops too long even if no-one is getting on or off.  Public transport should keep moving, as a paying passenger we pay to keep moving to get us to our destination.
1280	fairly satisfied	I had to walk through the park to get the bus as the timetable for 433 has been ?鈧?tweaked?鈧?again so they run irrationally early morning!
1281	very satisfied	No comment
1282	fairly satisfied	Driver to have plenty of change. Had to give voucher out. No money.
1283	fairly satisfied	More direct route to and from work.  Less roadworks.  Buses not being cancelled.  Better layout of roads.
1284	fairly dissatisfied	Waited about 12 minutes for the bus but it was only the stop after Piccadilly so should be more regular than that
1285	fairly satisfied	A more frequent service so that X50 buses are not overcrowded -particularly on school/college days.
1286	neither satisfied nor dissatisfied	Not stopping for too long at stops.
1287	neither satisfied nor dissatisfied	Maybe because of the circumstances there was nothing could be done nevertheless it would be useful if the driver to comment on the position. A few words could make the journey more acceptable.
1288	neither satisfied nor dissatisfied	30 minutes is far too long between buses we are a Town Centre service and need a bus every 15-20 minutes when they miss a bus we have 1 hour wait, in mornings the often is full and leaves passengers behind this is unacceptable.
1289	fairly satisfied	Stop eating on the bus.
1290	very satisfied	Voice announcements.
1291	fairly dissatisfied	The bus could turn up on time, what is the point having a time table when the bus is always late, is it just a suggestion table and what's the point in having the boards when the arrival times are always wrong too?
1292	fairly dissatisfied	Single-decker bus would have been better with two pushchairs and several screaming children, it felt very claustrophobic today where have our single-decker buses gone on 12/12f
